DATE,cpi,production,gvnbond10y,intrate,3mlibor,unemployment
1950-01-01,,,,1.5,,
1950-02-01,,,,1.5,,
1950-03-01,,,,1.5,,
1950-04-01,,,,1.5,,
1950-05-01,,,,1.5,,
1950-06-01,,,,1.5,,
1950-07-01,,,,1.5,,
1950-08-01,,,,1.59,,
1950-09-01,,,,1.75,,
1950-10-01,,,,1.75,,
1950-11-01,,,,1.75,,
1950-12-01,,,,1.75,,
1951-01-01,,,,1.75,,
1951-02-01,,,,1.75,,
1951-03-01,,,,1.75,,
1951-04-01,,,,1.75,,
1951-05-01,,,,1.75,,
1951-06-01,,,,1.75,,
1951-07-01,,,,1.75,,
1951-08-01,,,,1.75,,
1951-09-01,,,,1.75,,
1951-10-01,,,,1.75,,
1951-11-01,,,,1.75,,
1951-12-01,,,,1.75,,
1952-01-01,,,,1.75,,
1952-02-01,,,,1.75,,
1952-03-01,,,,1.75,,
1952-04-01,,,,1.75,,
1952-05-01,,,,1.75,,
1952-06-01,,,,1.75,,
1952-07-01,,,,1.75,,
1952-08-01,,,,1.75,,
1952-09-01,,,,1.75,,
1952-10-01,,,,1.75,,
1952-11-01,,,,1.75,,
1952-12-01,,,,1.75,,
1953-01-01,,,,1.88,,
1953-02-01,,,,2.0,,
1953-03-01,,,,2.0,,
1953-04-01,,,,2.0,,
1953-05-01,,,,2.0,,
1953-06-01,,,,2.0,,
1953-07-01,,,,2.0,,
1953-08-01,,,,2.0,,
1953-09-01,,,,2.0,,
1953-10-01,,,,2.0,,
1953-11-01,,,,2.0,,
1953-12-01,,,,2.0,,
1954-01-01,,,,2.0,,
1954-02-01,,,,1.79,,
1954-03-01,,,,1.75,,
1954-04-01,,,,1.63,,
1954-05-01,,,,1.5,,
1954-06-01,,,,1.5,,
1954-07-01,,,,1.5,,
1954-08-01,,,,1.5,,
1954-09-01,,,,1.5,,
1954-10-01,,,,1.5,,
1954-11-01,,,,1.5,,
1954-12-01,,,,1.5,,
1955-01-01,,,,1.5,,
1955-02-01,,,,1.5,,
1955-03-01,,,,1.5,,
1955-04-01,,,,1.63,,
1955-05-01,,,,1.75,,
1955-06-01,,,,1.75,,
1955-07-01,,,,1.75,,
1955-08-01,,,,1.97,,
1955-09-01,,,,2.18,,
1955-10-01,,,,2.25,,
1955-11-01,,,,2.36,,
1955-12-01,,,,2.5,,
1956-01-01,,,,2.5,,
1956-02-01,,,,2.5,,
1956-03-01,,,,2.5,,
1956-04-01,,,,2.65,,
1956-05-01,,,,2.75,,
1956-06-01,,,,2.75,,
1956-07-01,,,,2.75,,
1956-08-01,,,,2.81,,
1956-09-01,,,,3.0,,
1956-10-01,,,,3.0,,
1956-11-01,,,,3.0,,
1956-12-01,,,,3.0,,
1957-01-01,,,,3.0,,
1957-02-01,,,,3.0,,
1957-03-01,,,,3.0,,
1957-04-01,,,,3.0,,
1957-05-01,,,,3.0,,
1957-06-01,,,,3.0,,
1957-07-01,,,,3.0,,
1957-08-01,,,,3.15,,
1957-09-01,,,,3.5,,
1957-10-01,,,,3.5,,
1957-11-01,,,,3.23,,
1957-12-01,,,,3.0,,
1958-01-01,,,,2.94,,
1958-02-01,,,,2.75,,
1958-03-01,,,,2.35,,
1958-04-01,,,,2.03,,
1958-05-01,,,,1.75,,
1958-06-01,,,,1.75,,
1958-07-01,,,,1.75,,
1958-08-01,,,,1.75,,
1958-09-01,,,,1.91,,
1958-10-01,,,,2.0,,
1958-11-01,,,,2.4,,
1958-12-01,,,,2.5,,
1959-01-01,,,,2.5,,
1959-02-01,,,,2.5,,
1959-03-01,,,,2.92,,
1959-04-01,,,,3.0,,
1959-05-01,,,,3.05,,
1959-06-01,,,,3.5,,
1959-07-01,,,,3.5,,
1959-08-01,,,,3.5,,
1959-09-01,,,,3.83,,
1959-10-01,,,,4.0,,
1959-11-01,,,,4.0,,
1959-12-01,,,,4.0,,
1960-01-01,12.391516220355502,,4.72,4.0,,5.2
1960-02-01,12.408392646940902,,4.49,4.0,,4.8
1960-03-01,12.408392646940902,,4.25,4.0,,5.4
1960-04-01,12.463241033343598,,4.28,4.0,,5.2
1960-05-01,12.4758983532827,,4.35,4.0,,5.1
1960-06-01,12.4927747798681,,4.15,3.65,,5.4
1960-07-01,12.46746013999,,3.9,3.5,,5.5
1960-08-01,12.4927747798681,,3.8,3.18,,5.6
1960-09-01,12.4927747798681,,3.8,3.0,,5.5
1960-10-01,12.5518422729171,,3.89,3.0,,6.1
1960-11-01,12.5644995928562,,3.93,3.0,,6.1
1960-12-01,12.577156912795301,,3.84,3.0,,6.6
1961-01-01,12.589814232734401,,3.84,3.0,,6.6
1961-02-01,12.589814232734401,,3.78,3.0,,6.9
1961-03-01,12.589814232734401,,3.74,3.0,,6.9
1961-04-01,12.577156912795301,,3.78,3.0,,7.0
1961-05-01,12.589814232734401,,3.71,3.0,,7.1
1961-06-01,12.589814232734401,,3.88,3.0,,6.9
1961-07-01,12.623567085905199,,3.92,3.0,,7.0
1961-08-01,12.6320052991979,,4.04,3.0,,6.6
1961-09-01,12.6488817257834,,3.98,3.0,,6.7
1961-10-01,12.6488817257834,,3.92,3.0,,6.5
1961-11-01,12.6488817257834,,3.94,3.0,,6.1
1961-12-01,12.661539045722499,,4.06,3.0,,6.0
1962-01-01,12.6741963656615,,4.08,3.0,,5.8
1962-02-01,12.703730112186001,,4.04,3.0,,5.5
1962-03-01,12.7290447520642,,3.93,3.0,,5.6
1962-04-01,12.7459211786496,,3.84,3.0,,5.6
1962-05-01,12.758578498588701,,3.87,3.0,,5.5
1962-06-01,12.7459211786496,,3.91,3.0,,5.5
1962-07-01,12.750140285295998,,4.01,3.0,,5.4
1962-08-01,12.7754549251741,,3.98,3.0,,5.7
1962-09-01,12.8345224182232,,3.98,3.0,,5.6
1962-10-01,12.817645991637699,,3.93,3.0,,5.4
1962-11-01,12.817645991637699,,3.92,3.0,,5.7
1962-12-01,12.817645991637699,,3.86,3.0,,5.5
1963-01-01,12.8429606315159,,3.83,3.0,,5.7
1963-02-01,12.8598370581013,,3.92,3.0,,5.9
1963-03-01,12.8724943780404,,3.93,3.0,,5.7
1963-04-01,12.8598370581013,,3.97,3.0,,5.7
1963-05-01,12.8724943780404,,3.93,3.0,,5.9
1963-06-01,12.914685444504002,,3.99,3.0,,5.6
1963-07-01,12.948438297674802,,4.02,3.24,,5.6
1963-08-01,12.973752937553,,4.0,3.5,,5.4
1963-09-01,12.9610956176139,,4.08,3.5,,5.5
1963-10-01,12.973752937553,,4.11,3.5,,5.5
1963-11-01,12.986410257492098,,4.12,3.5,,5.7
1963-12-01,13.0286013239557,,4.13,3.5,,5.5
1964-01-01,13.053915963833802,,4.17,3.5,,5.6
1964-02-01,13.041258643894698,,4.15,3.5,,5.4
1964-03-01,13.053915963833802,,4.22,3.5,,5.4
1964-04-01,13.0581350704802,,4.23,3.5,,5.3
1964-05-01,13.0707923904193,,4.2,3.5,,5.1
1964-06-01,13.0834497103583,,4.17,3.5,,5.2
1964-07-01,13.0876688170047,,4.19,3.5,,4.9
1964-08-01,13.100326136943801,,4.19,3.5,,5.0
1964-09-01,13.112983456882802,,4.2,3.5,,5.1
1964-10-01,13.129859883468301,,4.19,3.5,,5.1
1964-11-01,13.167831843285501,,4.15,3.62,,4.8
1964-12-01,13.184708269870901,,4.18,4.0,,5.0
1965-01-01,13.19736558981,,4.19,4.0,,4.9
1965-02-01,13.19736558981,,4.21,4.0,,5.1
1965-03-01,13.2100229097491,,4.21,4.0,,4.7
1965-04-01,13.2395566562736,,4.2,4.0,,4.8
1965-05-01,13.281747722737201,,4.21,4.0,,4.6
1965-06-01,13.3365961091398,,4.21,4.0,,4.6
1965-07-01,13.323938789200803,,4.2,4.0,,4.4
1965-08-01,13.311281469261699,,4.25,4.0,,4.4
1965-09-01,13.340815215786199,,4.29,4.0,,4.3
1965-10-01,13.3534725357253,,4.35,4.0,,4.2
1965-11-01,13.3956636021889,,4.45,4.0,,4.1
1965-12-01,13.4378546686525,,4.62,4.42,,4.0
1966-01-01,13.450511988591499,,4.61,4.5,,4.0
1966-02-01,13.5348941215187,,4.83,4.5,,3.8
1966-03-01,13.577085187982302,,4.87,4.5,,3.8
1966-04-01,13.6192762544459,,4.75,4.5,,3.8
1966-05-01,13.6488100009704,,4.78,4.5,,3.9
1966-06-01,13.6614673209095,,4.81,4.5,,3.8
1966-07-01,13.691001067434001,,5.02,4.5,,3.8
1966-08-01,13.7753832003612,,5.22,4.5,,3.8
1966-09-01,13.817574266824698,,5.18,4.5,,3.7
1966-10-01,13.8597653332883,,5.01,4.5,,3.7
1966-11-01,13.872422653227401,,5.16,4.5,,3.6
1966-12-01,13.889299079812801,,4.84,4.5,,3.8
1967-01-01,13.8808608665201,,4.58,4.5,,3.9
1967-02-01,13.923051932983698,,4.63,4.5,,3.8
1967-03-01,13.923051932983698,,4.54,4.5,,3.8
1967-04-01,13.9652429994473,,4.59,4.1,,3.8
1967-05-01,13.9652429994473,,4.85,4.0,,3.8
1967-06-01,14.0496251323745,,5.02,4.0,,3.9
1967-07-01,14.091816198838101,,5.16,4.0,,3.8
1967-08-01,14.1340072653016,,5.28,4.0,,3.8
1967-09-01,14.176198331765198,,5.3,4.0,,3.8
1967-10-01,14.2183893982288,,5.48,4.0,,4.0
1967-11-01,14.302771531156,,5.75,4.18,,3.9
1967-12-01,14.3449625976196,,5.7,4.5,,3.8
1968-01-01,14.387153664083199,,5.53,4.5,,3.7
1968-02-01,14.4293447305468,,5.56,4.5,,3.8
1968-03-01,14.4715357970103,,5.74,4.66,,3.7
1968-04-01,14.513726863473899,,5.64,5.2,,3.5
1968-05-01,14.5559179299375,,5.87,5.5,,3.5
1968-06-01,14.6403000628647,,5.72,5.5,,3.7
1968-07-01,14.7246821957919,,5.5,5.5,,3.7
1968-08-01,14.7668732622554,,5.42,5.48,,3.5
1968-09-01,14.809064328719002,,5.46,5.25,,3.4
1968-10-01,14.8934464616462,,5.58,5.25,,3.4
1968-11-01,14.935637528109801,,5.7,5.25,,3.4
1968-12-01,15.020019661036999,,6.03,5.36,,3.4
1969-01-01,15.062210727500599,,6.04,5.5,,3.4
1969-02-01,15.104401793964099,,6.19,5.5,,3.4
1969-03-01,15.2309749933549,,6.3,5.5,,3.4
1969-04-01,15.3153571262821,,6.17,5.95,,3.4
1969-05-01,15.3575481927457,,6.32,6.0,,3.4
1969-06-01,15.4419303256728,,6.57,6.0,,3.5
1969-07-01,15.5263124586,,6.72,6.0,,3.5
1969-08-01,15.568503525063601,,6.69,6.0,,3.5
1969-09-01,15.652885657990801,,7.16,6.0,,3.7
1969-10-01,15.737267790918,,7.1,6.0,,3.7
1969-11-01,15.8216499238451,,7.14,6.0,,3.5
1969-12-01,15.9060320567723,,7.65,6.0,,3.5
1970-01-01,15.9904141896995,,7.79,6.0,,3.9
1970-02-01,16.0747963226266,,7.24,6.0,,4.2
1970-03-01,16.1591784555538,,7.07,6.0,,4.4
1970-04-01,16.243560588481,,7.39,6.0,,4.6
1970-05-01,16.285751654944598,,7.91,6.0,,4.8
1970-06-01,16.3701337878718,,7.84,6.0,,4.9
1970-07-01,16.4123248543353,,7.46,6.0,,5.0
1970-08-01,16.4545159207989,,7.53,6.0,,5.1
1970-09-01,16.538898053726097,,7.39,6.0,,5.4
1970-10-01,16.6232801866533,,7.33,6.0,,5.5
1970-11-01,16.7076623195804,,6.84,5.85,,5.9
1970-12-01,16.7920444525076,,6.39,5.52,,6.1
1971-01-01,16.8342355189712,,6.24,5.23,,5.9
1971-02-01,16.8342355189712,,6.11,4.91,,5.9
1971-03-01,16.876426585434803,,5.7,4.75,,6.0
1971-04-01,16.9186176518984,,5.83,4.75,,5.9
1971-05-01,17.0029997848256,,6.39,4.75,,5.9
1971-06-01,17.0873819177527,,6.52,4.75,,5.9
1971-07-01,17.129572984216303,,6.73,4.88,,6.0
1971-08-01,17.1717640506799,,6.58,5.0,,6.1
1971-09-01,17.2139551171435,,6.14,5.0,,6.0
1971-10-01,17.2561461836071,,5.93,5.0,,5.8
1971-11-01,17.2983372500707,,5.81,4.9,,6.0
1971-12-01,17.3405283165343,,5.93,4.63,,6.0
1972-01-01,17.382719382997802,36.6885,5.95,4.5,,5.8
1972-02-01,17.467101515925,36.9473,6.08,4.5,,5.7
1972-03-01,17.467101515925,37.1956,6.07,4.5,,5.8
1972-04-01,17.5092925823886,37.6443,6.19,4.5,,5.7
1972-05-01,17.551483648852198,37.6821,6.13,4.5,,5.7
1972-06-01,17.5936747153158,37.803,6.11,4.5,,5.7
1972-07-01,17.635865781779398,37.815,6.11,4.5,,5.6
1972-08-01,17.678056848243,38.3044,6.21,4.5,,5.6
1972-09-01,17.762438981170103,38.5766,6.55,4.5,,5.5
1972-10-01,17.8046300476337,39.1681,6.48,4.5,,5.6
1972-11-01,17.889012180560897,39.6698,6.28,4.5,,5.3
1972-12-01,17.9312032470245,40.2569,6.36,4.5,,5.2
1973-01-01,18.015585379951602,40.5288,6.46,4.77,,4.9
1973-02-01,18.1421585793424,41.1939,6.64,5.05,,5.0
1973-03-01,18.3109228451968,41.2752,6.71,5.5,,4.9
1973-04-01,18.4374960445875,41.2199,6.67,5.5,,5.0
1973-05-01,18.521878177514697,41.4835,6.85,5.9,,4.9
1973-06-01,18.6484513769054,41.47,6.9,6.33,,4.9
1973-07-01,18.6484513769054,41.6763,7.13,6.98,,4.8
1973-08-01,18.9859799086141,41.5499,7.4,7.29,,4.8
1973-09-01,19.0703620415413,41.9429,7.09,7.5,,4.8
1973-10-01,19.2391263073957,42.2935,6.79,7.5,,4.6
1973-11-01,19.3656995067864,42.6183,6.73,7.5,,4.8
1973-12-01,19.5344637726408,42.6464,6.74,7.5,,4.9
1974-01-01,19.7454191049587,42.2738,6.99,7.5,,5.1
1974-02-01,19.9563744372766,42.0897,6.96,7.5,,5.2
1974-03-01,20.167329769594602,42.0833,7.21,7.5,,5.1
1974-04-01,20.2939029689853,41.8771,7.51,7.6,,5.1
1974-05-01,20.5048583013033,42.1727,7.58,8.0,,5.1
1974-06-01,20.6736225671576,42.2289,7.54,8.0,,5.4
1974-07-01,20.8001957665484,42.1478,7.81,8.0,,5.5
1974-08-01,21.053342165329898,41.7934,8.04,8.0,,5.5
1974-09-01,21.348679630575,41.866,8.04,8.0,,5.9
1974-10-01,21.517443896429402,41.5419,7.9,8.0,,6.0
1974-11-01,21.7283992287473,40.2621,7.68,8.0,,6.6
1974-12-01,21.897163494601603,38.4314,7.43,7.81,,7.2
1975-01-01,22.065927760456,37.6199,7.5,7.4,,8.1
1975-02-01,22.1925009598468,36.5509,7.39,6.82,,8.1
1975-03-01,22.2768830927739,36.0599,7.73,6.4,,8.6
1975-04-01,22.361265225701104,36.0219,8.23,6.25,,8.8
1975-05-01,22.403456292164698,35.9771,8.06,6.12,,9.0
1975-06-01,22.572220558018998,36.2869,7.86,6.0,,8.8
1975-07-01,22.783175890337,36.7903,8.06,6.0,,8.6
1975-08-01,22.8675580232642,37.2005,8.4,6.0,,8.4
1975-09-01,23.036322289118498,37.8272,8.43,6.0,,8.4
1975-10-01,23.162895488509303,38.0388,8.14,6.0,,8.4
1975-11-01,23.331659754363603,38.1556,8.05,6.0,,8.3
1975-12-01,23.458232953754397,38.6401,8.0,6.0,,8.2
1976-01-01,23.5426150866815,39.1749,7.74,5.79,,7.9
1976-02-01,23.584806153145102,39.7842,7.79,5.5,,7.7
1976-03-01,23.626997219608697,39.8568,7.73,5.5,,7.6
1976-04-01,23.669188286072302,40.092,7.56,5.5,,7.7
1976-05-01,23.7957614854631,40.3193,7.9,5.5,,7.4
1976-06-01,23.9223346848538,40.3264,7.86,5.5,,7.6
1976-07-01,24.0489078842446,40.6254,7.83,5.5,,7.8
1976-08-01,24.1754810836353,40.8918,7.77,5.5,,7.8
1976-09-01,24.3020542830261,40.9747,7.59,5.5,,7.6
1976-10-01,24.428627482416896,40.9451,7.41,5.5,,7.7
1976-11-01,24.513009615344,41.4729,7.29,5.43,,7.8
1976-12-01,24.6395828147348,41.9122,6.87,5.25,,7.8
1977-01-01,24.7661560141256,41.8213,7.21,5.25,,7.5
1977-02-01,25.0193024129071,42.5684,7.39,5.25,,7.6
1977-03-01,25.1458756122978,43.1845,7.46,5.25,,7.4
1977-04-01,25.3146398781522,43.6097,7.37,5.25,,7.2
1977-05-01,25.399022011079396,43.9957,7.46,5.25,,7.0
1977-06-01,25.5255952104701,44.3673,7.28,5.25,,7.2
1977-07-01,25.6521684098609,44.3778,7.33,5.25,,6.9
1977-08-01,25.7787416092517,44.5813,7.4,5.27,,7.0
1977-09-01,25.863123742178804,44.6235,7.34,5.75,,6.8
1977-10-01,25.9896969415696,44.7378,7.52,5.8,,6.8
1977-11-01,26.158461207423898,44.8235,7.58,6.0,,6.8
1977-12-01,26.2850344068147,45.3219,7.69,6.0,,6.4
1978-01-01,26.453798672669002,44.6594,7.96,6.37,,6.4
1978-02-01,26.580371872059803,44.7995,8.03,6.5,,6.3
1978-03-01,26.7491361379142,45.5832,8.04,6.5,,6.3
1978-04-01,26.9600914702321,46.3502,8.15,6.5,,6.1
1978-05-01,27.2132378690136,46.518,8.35,6.84,,6.0
1978-06-01,27.4241932013315,46.8928,8.46,7.0,,5.9
1978-07-01,27.635148533649502,46.8671,8.64,7.23,,6.2
1978-08-01,27.8039127995038,47.1181,8.41,7.43,,5.9
1978-09-01,28.0570591982853,47.3692,8.42,7.83,,6.0
1978-10-01,28.310205597066897,47.7195,8.64,8.26,,5.8
1978-11-01,28.4789698629212,48.1609,8.81,9.5,,5.9
1978-12-01,28.6477341287756,48.5272,9.01,9.5,,6.0
1979-01-01,28.900880527557103,48.1214,9.1,9.5,,5.9
1979-02-01,29.1962179928022,48.29,9.1,9.5,,5.9
1979-03-01,29.491555458047298,48.525,9.12,9.5,,5.8
1979-04-01,29.7868929232924,47.7407,9.18,9.5,,5.8
1979-05-01,30.1244214550011,48.3631,9.25,9.5,,5.6
1979-06-01,30.4619499867098,48.4128,8.91,9.5,,5.7
1979-07-01,30.799478518418496,48.4596,8.95,9.69,,5.7
1979-08-01,31.0948159836636,47.81,9.03,10.24,,6.0
1979-09-01,31.390153448908702,47.9367,9.33,10.7,,5.9
1979-10-01,31.727681980617398,48.1119,10.3,11.77,,6.0
1979-11-01,32.065210512326104,47.9643,10.65,12.0,,5.9
1979-12-01,32.4449301104984,48.1553,10.39,12.0,,6.0
1980-01-01,32.9090318415979,48.3599,10.8,12.0,,6.3
1980-02-01,33.3309425062337,48.271,12.41,12.52,,6.3
1980-03-01,33.7950442373332,47.9141,12.75,13.0,,6.3
1980-04-01,34.1325727690419,46.8837,11.47,13.0,,6.9
1980-05-01,34.470101300750606,45.4268,10.18,12.94,,7.5
1980-06-01,34.807629832459305,44.7079,9.78,11.4,,7.6
1980-07-01,34.8498208989229,44.1728,10.25,10.87,,7.8
1980-08-01,35.102967297704396,44.5267,11.1,10.0,,7.7
1980-09-01,35.3983047629495,45.2736,11.51,10.17,,7.5
1980-10-01,35.7358332946582,46.1351,11.75,11.0,,7.5
1980-11-01,36.1155528928305,47.008,12.68,11.47,,7.5
1980-12-01,36.45308142453921,47.1223,12.84,12.87,,7.2
1981-01-01,36.7906099562479,46.9791,12.57,13.0,,7.5
1981-02-01,37.1281384879566,46.7173,13.19,13.0,,7.4
1981-03-01,37.3812848867381,46.8745,13.12,13.0,,7.4
1981-04-01,37.592240219056,47.1163,13.68,13.0,,7.2
1981-05-01,37.8453866178375,47.3397,14.1,13.87,,7.5
1981-06-01,38.182915149546204,47.0871,13.47,14.0,,7.5
1981-07-01,38.6048258141821,47.1944,14.28,14.0,,7.2
1981-08-01,38.900163279427204,47.2285,14.94,14.0,,7.4
1981-09-01,39.279882877599505,46.9975,15.32,14.0,,7.6
1981-10-01,39.4064560769902,46.5645,15.15,14.0,,7.9
1981-11-01,39.5752203428446,45.962,13.39,13.03,,8.3
1981-12-01,39.7017935422354,45.1463,13.72,12.1,,8.5
1982-01-01,39.8283667416261,44.0597,14.59,12.0,,8.6
1982-02-01,39.954939941016896,45.2843,14.43,12.0,,8.9
1982-03-01,39.954939941016896,44.8909,13.86,12.0,,9.0
1982-04-01,40.0815131404076,44.5876,13.87,12.0,,9.3
1982-05-01,40.461232738579895,44.5021,13.62,12.0,,9.4
1982-06-01,40.9253344696794,44.425,14.3,12.0,,9.6
1982-07-01,41.1362898019973,44.3812,13.95,11.81,,9.8
1982-08-01,41.2206719349245,43.9711,13.06,10.68,,9.8
1982-09-01,41.2206719349245,43.8589,12.34,10.0,,10.1
1982-10-01,41.389436200778796,43.3283,10.91,9.68,,10.4
1982-11-01,41.3472451343152,43.0294,10.55,9.35,,10.8
1982-12-01,41.2206719349245,42.8744,10.54,8.73,,10.8
1983-01-01,41.3050540678517,43.9324,10.46,8.5,,10.4
1983-02-01,41.3472451343152,43.9072,10.72,8.5,,10.4
1983-03-01,41.389436200778796,44.3216,10.51,8.5,,10.3
1983-04-01,41.684773666024,44.8509,10.4,8.5,,10.2
1983-05-01,41.85353793187829,45.4329,10.38,8.5,,10.1
1983-06-01,41.937920064805496,45.8053,10.85,8.5,,10.1
1983-07-01,42.106684330659796,46.509,11.38,8.5,,9.4
1983-08-01,42.2332575300506,46.8632,11.85,8.5,,9.5
1983-09-01,42.35983072944129,47.7983,11.65,8.5,,9.2
1983-10-01,42.5285949952957,48.3252,11.54,8.5,,8.8
1983-11-01,42.6551681946864,48.5237,11.69,8.5,,8.5
1983-12-01,42.7817413940772,48.6849,11.83,8.5,,8.3
1984-01-01,43.0770788593223,49.5887,11.67,8.5,,8.0
1984-02-01,43.2880341916403,50.1128,11.84,8.5,,7.8
1984-03-01,43.414607391031,50.3415,12.32,8.5,,7.8
1984-04-01,43.5833716568854,50.6216,12.63,8.87,,7.7
1984-05-01,43.6677537898125,50.7312,13.41,9.0,,7.4
1984-06-01,43.752135922739704,50.962,13.56,9.0,,7.2
1984-07-01,43.9209001885941,51.1989,13.36,9.0,,7.5
1984-08-01,44.0474733879848,51.266,12.72,9.0,,7.5
1984-09-01,44.1740465873756,51.1453,12.52,9.0,,7.3
1984-10-01,44.34281085322989,51.3342,12.16,9.0,,7.4
1984-11-01,44.4271929861571,51.5083,11.57,8.83,,7.2
1984-12-01,44.5115751190843,51.6933,11.5,8.37,,7.3
1985-01-01,44.595957252011395,51.4921,11.38,8.0,,7.3
1985-02-01,44.849103650793,51.2883,11.51,8.0,,7.2
1985-03-01,45.06005898311089,51.6941,11.86,8.0,,7.2
1985-04-01,45.1444411160381,51.4762,11.43,8.0,,7.3
1985-05-01,45.2288232489653,51.5811,10.85,7.81,,7.2
1985-06-01,45.355396448356,51.6701,10.16,7.5,,7.4
